AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2022,1,05,ANTIOQUIA,05120,CÁCERES,1823,30642,"5,95"
2021,3,18,CAQUETA,18256,EL PAUJIL,958,18826,"5,09"
2022,4,50,META,50568,PUERTO GAITÁN,2326,44852,"5,19"
2021,4,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,96,24088,"0,40"
2022,3,05,ANTIOQUIA,05400,LA UNIÓN,1560,22692,"6,87"
2021,2,73,TOLIMA,73347,HERVEO,26,7565,"0,34"
2021,1,17,CALDAS,17665,SAN JOSÉ,232,4858,"4,78"
2021,2,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,2018,35408,"5,70"
2022,2,70,SUCRE,70221,COVEÑAS,2140,20892,"10,24"
2021,1,19,CAUCA,19392,LA SIERRA,134,11036,"1,21"
2021,2,68,SANTANDER,68773,SUCRE,24,7396,"0,32"
2021,2,91,AMAZONAS,91430,LA VICTORIA,1,654,"0,15"
2021,2,52,NARIÑO,52720,SAPUYES,30,7534,"0,40"
2021,2,05,ANTIOQUIA,05647,SAN ANDRÉS DE CUERQUÍA,569,7478,"7,61"
2022,4,73,TOLIMA,73026,ALVARADO,105,9217,"1,14"
2023,2,47,MAGDALENA,47541,PEDRAZA,4,10411,"0,04"
2021,2,23,CÓRDOBA,23686,SAN PELAYO,1286,53670,"2,40"
2023,3,05,ANTIOQUIA,05792,TARSO,357,6510,"5,48"
2023,1,41,HUILA,41206,COLOMBIA,23,7693,"0,30"
2023,1,68,SANTANDER,68573,PUERTO PARRA,61,7914,"0,77"
2021,2,54,NORTE DE SANTANDER,54670,SAN CALIXTO,24,13828,"0,17"
2022,3,25,CUNDINAMARCA,25151,CAQUEZA,1558,19231,"8,10"
2021,2,23,CÓRDOBA,23350,LA APARTADA,1264,15369,"8,22"
2022,1,15,BOYACÁ,15690,SANTA MARÍA,191,3675,"5,20"
2022,4,70,SUCRE,70820,SANTIAGO DE TOLÚ,1009,34135,"2,96"
2022,2,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,439,17256,"2,54"
2022,4,05,ANTIOQUIA,05038,ANGOSTURA,436,11909,"3,66"
2022,3,18,CAQUETA,18001,FLORENCIA,25814,176630,"14,61"
2023,3,20,CESAR,20570,PUEBLO BELLO,299,30844,"0,97"
2023,1,81,ARAUCA,81591,PUERTO RONDÓN,169,5186,"3,26"
2021,3,54,NORTE DE SANTANDER,54670,SAN CALIXTO,20,13828,"0,14"
2023,2,05,ANTIOQUIA,05674,SAN VICENTE FERRER,2055,23349,"8,80"
2021,4,52,NARIÑO,52022,ALDANA,10,7636,"0,13"
2023,3,76,VALLE DEL CAUCA,76890,YOTOCO,1180,16426,"7,18"
2023,2,76,VALLE DEL CAUCA,76828,TRUJILLO,538,19701,"2,73"
2021,2,97,VAUPÉS,97889,YAVARATÉ,1,1128,"0,09"
2023,1,15,BOYACÁ,15215,CORRALES,203,2662,"7,63"
2023,2,17,CALDAS,17388,LA MERCED,331,6268,"5,28"
2022,3,17,CALDAS,17665,SAN JOSÉ,151,4882,"3,09"
2022,3,05,ANTIOQUIA,05664,SAN PEDRO DE LOS MILAGROS,4818,23193,"20,77"
2022,1,66,RISARALDA,66594,QUINCHÍA,587,27812,"2,11"
2021,3,76,VALLE DEL CAUCA,76243,EL ÁGUILA,119,9077,"1,31"
2023,2,86,PUTUMAYO,86569,PUERTO CAICEDO,55,16823,"0,33"
2023,1,91,AMAZONAS,91798,TARAPACÁ,18,4314,"0,42"
2021,2,41,HUILA,41078,BARAYA,37,8669,"0,43"
2021,2,70,SUCRE,70670,SAMPUÉS,2417,51024,"4,74"
2022,4,50,META,50711,VISTAHERMOSA,519,18794,"2,76"
2022,4,20,CESAR,20178,CHIRIGUANÁ,1089,31188,"3,49"
2021,3,08,ATLÁNTICO,08421,LURUACO,691,30283,"2,28"
2023,2,47,MAGDALENA,47170,CHIVOLO,315,24624,"1,28"
2021,2,52,NARIÑO,52354,IMUÉS,275,7812,"3,52"
2021,4,19,CAUCA,19698,SANTANDER DE QUILICHAO,11480,114453,"10,03"
2022,4,15,BOYACÁ,15632,SABOYÁ,26,14309,"0,18"
2021,3,05,ANTIOQUIA,05895,ZARAGOZA,1921,25520,"7,53"
2023,1,17,CALDAS,17524,PALESTINA,1215,15978,"7,60"
2022,4,70,SUCRE,70400,LA UNIÓN,684,14046,"4,87"
2022,4,76,VALLE DEL CAUCA,76036,ANDALUCÍA,1802,22917,"7,86"
2023,3,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1044,19387,"5,39"
2023,2,91,AMAZONAS,91530,PUERTO ALEGRÍA,3,782,"0,38"
2022,4,05,ANTIOQUIA,05150,CAROLINA,481,4154,"11,58"
2022,1,05,ANTIOQUIA,05040,ANORÍ,1268,19349,"6,55"
2021,4,15,BOYACÁ,15317,GUACAMAYAS,4,1907,"0,21"
2021,2,70,SUCRE,70124,CAIMITO,65,16488,"0,39"
2023,2,25,CUNDINAMARCA,25260,EL ROSAL,3753,25330,"14,82"
2022,2,81,ARAUCA,81736,SARAVENA,5754,63196,"9,11"
2023,1,25,CUNDINAMARCA,25224,CUCUNUBÁ,681,8900,"7,65"
2022,1,68,SANTANDER,68079,BARICHARA,1068,11000,"9,71"
2022,1,05,ANTIOQUIA,05031,AMALFI,1548,27398,"5,65"
2021,2,73,TOLIMA,73408,LÉRIDA,535,18582,"2,88"
2021,4,05,ANTIOQUIA,05347,HELICONIA,1099,5575,"19,71"
2023,1,15,BOYACÁ,15676,SAN MIGUEL DE SEMA,98,3167,"3,09"
2022,2,52,NARIÑO,52540,POLICARPA,496,10230,"4,85"
2022,4,23,CÓRDOBA,23500,MOÑITOS,621,31829,"1,95"
2021,2,25,CUNDINAMARCA,25518,PAIME,26,4452,"0,58"
2023,1,73,TOLIMA,73030,AMBALEMA,178,6874,"2,59"
2022,2,05,ANTIOQUIA,05004,ABRIAQUÍ,160,2804,"5,71"
2023,2,15,BOYACÁ,15180,CHISCAS,51,4155,"1,23"
2023,1,15,BOYACÁ,15542,PESCA,179,7116,"2,52"
2021,1,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,406,21430,"1,89"
2023,3,50,META,50400,LEJANÍAS,147,12378,"1,19"
2021,4,25,CUNDINAMARCA,25662,SAN JUAN DE RÍO SECO,398,8805,"4,52"
2022,4,41,HUILA,41026,ALTAMIRA,559,4504,"12,41"
2022,4,18,CAQUETA,18029,ALBANIA,17,4730,"0,36"
2023,3,05,ANTIOQUIA,05837,TURBO,12716,133430,"9,53"
2021,4,25,CUNDINAMARCA,25322,GUASCA,1851,16858,"10,98"
2022,1,76,VALLE DEL CAUCA,76109,BUENAVENTURA,26651,322311,"8,27"
2023,2,15,BOYACÁ,15317,GUACAMAYAS,7,1952,"0,36"
2022,2,05,ANTIOQUIA,05318,GUARNE,13266,58715,"22,59"
2021,3,15,BOYACÁ,15599,RAMIRIQUÍ,848,10310,"8,23"
2022,1,19,CAUCA,19785,SUCRE,11,9843,"0,11"
2022,3,76,VALLE DEL CAUCA,76246,EL CAIRO,120,6993,"1,72"
2022,4,25,CUNDINAMARCA,25758,SOPÓ,4439,29787,"14,90"
2022,4,19,CAUCA,19701,SANTA ROSA,41,5581,"0,73"
2023,3,94,GUAINÍA,94888,MORICHAL,2,1024,"0,20"
2023,3,15,BOYACÁ,15500,OICATÁ,128,3007,"4,26"
2022,3,27,CHOCÓ,27810,UNIÓN PANAMERICANA,23,7234,"0,32"
2023,3,85,CASANARE,85400,TÁMARA,42,6992,"0,60"
2021,1,73,TOLIMA,73217,COYAIMA,404,23280,"1,74"
2021,4,41,HUILA,41026,ALTAMIRA,543,4458,"12,18"
2023,1,05,ANTIOQUIA,05197,COCORNÁ,5500,16390,"33,56"
2022,1,25,CUNDINAMARCA,25781,SUTATAUSA,661,6718,"9,84"
2023,1,50,META,50150,CASTILLA LA NUEVA,322,15683,"2,05"
2022,4,25,CUNDINAMARCA,25772,SUESCA,1424,19452,"7,32"
2023,3,25,CUNDINAMARCA,25178,CHIPAQUE,476,11011,"4,32"
2021,3,08,ATLÁNTICO,08849,USIACURÍ,230,13266,"1,73"
2022,1,73,TOLIMA,73411,LÍBANO,2848,37689,"7,56"
2023,3,15,BOYACÁ,15296,GAMEZA,151,5112,"2,95"
2021,4,25,CUNDINAMARCA,25178,CHIPAQUE,274,10331,"2,65"
2021,3,19,CAUCA,19473,MORALES,198,40770,"0,49"
2022,4,05,ANTIOQUIA,05212,COPACABANA,22498,82781,"27,18"
2021,1,05,ANTIOQUIA,05674,SAN VICENTE FERRER,2546,22934,"11,10"
2021,2,85,CASANARE,85225,NUNCHÍA,57,9449,"0,60"
2022,1,13,BOLÍVAR,13062,ARROYOHONDO,602,8694,"6,92"
2021,4,17,CALDAS,17444,MARQUETALIA,47,13464,"0,35"
2023,2,08,ATLÁNTICO,08758,SOLEDAD,112693,676014,"16,67"
2021,1,05,ANTIOQUIA,05380,LA ESTRELLA,21056,75609,"27,85"
2022,1,50,META,50573,PUERTO LÓPEZ,2644,32577,"8,12"
2021,2,66,RISARALDA,66001,PEREIRA,133193,479864,"27,76"
2022,2,86,PUTUMAYO,86001,MOCOA,2745,62960,"4,36"
2021,3,66,RISARALDA,66594,QUINCHÍA,674,27755,"2,43"
2021,2,15,BOYACÁ,15368,JERICÓ,94,4032,"2,33"
2021,3,19,CAUCA,19212,CORINTO,172,26261,"0,65"
2021,2,17,CALDAS,17388,LA MERCED,63,6186,"1,02"
2022,3,66,RISARALDA,66400,LA VIRGINIA,4442,28431,"15,62"
2021,2,25,CUNDINAMARCA,25754,SOACHA,158985,735961,"21,60"
2023,1,76,VALLE DEL CAUCA,76895,ZARZAL,6180,43112,"14,33"
2022,1,68,SANTANDER,68344,HATO,45,2386,"1,89"
2022,4,52,NARIÑO,52254,EL PEÑOL,403,7679,"5,25"
2022,4,70,SUCRE,70823,SAN JOSÉ DE TOLUVIEJO,687,22803,"3,01"
2023,3,15,BOYACÁ,15839,TUTAZÁ,31,2142,"1,45"
2023,2,25,CUNDINAMARCA,25295,GACHANCIPÁ,3316,20142,"16,46"
2021,4,94,GUAINÍA,94883,SAN FELIPE,11,1860,"0,59"
2023,2,47,MAGDALENA,47980,ZONA BANANERA,361,76962,"0,47"
2023,1,76,VALLE DEL CAUCA,76109,BUENAVENTURA,23205,323360,"7,18"
2022,3,81,ARAUCA,81001,ARAUCA,17440,97771,"17,84"
2023,3,27,CHOCÓ,27580,RÍO IRÓ,8,5788,"0,14"
2022,1,19,CAUCA,19807,TIMBÍO,508,37268,"1,36"
2023,2,05,ANTIOQUIA,05264,ENTRERRIOS,2755,11982,"22,99"
2023,2,25,CUNDINAMARCA,25377,LA CALERA,8791,35317,"24,89"
2022,3,05,ANTIOQUIA,05051,ARBOLETES,1528,31470,"4,86"
2022,4,63,QUINDÍO,63401,LA TEBAIDA,5211,34802,"14,97"
2022,1,13,BOLÍVAR,13006,ACHÍ,147,26741,"0,55"
2022,4,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,4014,32615,"12,31"
2021,1,15,BOYACÁ,15681,SAN PABLO DE BORBUR,42,6876,"0,61"
2022,1,05,ANTIOQUIA,05197,COCORNÁ,5113,16201,"31,56"
2022,3,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,345,13836,"2,49"
2023,3,23,CÓRDOBA,23678,SAN CARLOS,134,28939,"0,46"
2023,3,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,7,7100,"0,10"
2021,1,73,TOLIMA,73055,ARMERO,1608,13317,"12,07"
2022,1,25,CUNDINAMARCA,25649,SAN BERNARDO,23,9390,"0,24"
2023,2,68,SANTANDER,68001,BUCARAMANGA,169912,614860,"27,63"
2023,1,15,BOYACÁ,15212,COPER,7,3798,"0,18"
2022,3,15,BOYACÁ,15690,SANTA MARÍA,178,3675,"4,84"
2023,2,27,CHOCÓ,27495,NUQUÍ,349,17954,"1,94"
2021,4,25,CUNDINAMARCA,25817,TOCANCIPÁ,11587,44170,"26,23"
2021,2,68,SANTANDER,68468,MOLAGAVITA,64,4188,"1,53"
2021,2,15,BOYACÁ,15518,PAJARITO,84,2462,"3,41"
2022,2,08,ATLÁNTICO,08849,USIACURÍ,753,13438,"5,60"
2022,4,52,NARIÑO,52203,COLÓN,171,8783,"1,95"
2023,2,63,QUINDÍO,63470,MONTENEGRO,6230,38240,"16,29"
2023,2,23,CÓRDOBA,23678,SAN CARLOS,162,28939,"0,56"
2021,4,13,BOLÍVAR,13580,REGIDOR,82,7325,"1,12"
2023,1,18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,3068,54150,"5,67"
2021,2,85,CASANARE,85300,SABANALARGA,29,3856,"0,75"
2023,1,91,AMAZONAS,91405,LA CHORRERA,16,3162,"0,51"
2021,1,50,META,50606,RESTREPO,2553,19316,"13,22"
2023,2,52,NARIÑO,52036,ANCUYA,219,9056,"2,42"
2023,1,68,SANTANDER,68679,SAN GIL,10757,63009,"17,07"
2022,4,15,BOYACÁ,15861,VENTAQUEMADA,145,16662,"0,87"
2023,3,25,CUNDINAMARCA,25506,VENECIA,8,4877,"0,16"
2022,2,54,NORTE DE SANTANDER,54680,SANTIAGO,15,3798,"0,39"
2023,1,05,ANTIOQUIA,05172,CHIGORODÓ,10033,61741,"16,25"
2022,4,97,VAUPÉS,97161,CARURU,10,3408,"0,29"
2023,3,19,CAUCA,19698,SANTANDER DE QUILICHAO,10601,116885,"9,07"
2021,2,05,ANTIOQUIA,05313,GRANADA,1275,10497,"12,15"
2022,3,50,META,50287,FUENTE DE ORO,386,13000,"2,97"
2021,4,15,BOYACÁ,15466,MONGUÍ,103,4352,"2,37"
2023,2,68,SANTANDER,68162,CERRITO,250,7062,"3,54"
2022,3,15,BOYACÁ,15790,TASCO,72,6107,"1,18"
2021,4,13,BOLÍVAR,13160,CANTAGALLO,187,8852,"2,11"
2021,1,25,CUNDINAMARCA,25053,ARBELÁEZ,561,11464,"4,89"
2021,3,15,BOYACÁ,15090,BERBEO,88,1645,"5,35"
2021,4,08,ATLÁNTICO,08634,SABANAGRANDE,2611,35172,"7,42"
2023,3,68,SANTANDER,68132,CALIFORNIA,99,2246,"4,41"
2021,4,54,NORTE DE SANTANDER,54810,TIBÚ,2903,60007,"4,84"
2022,2,54,NORTE DE SANTANDER,54418,LOURDES,181,4440,"4,08"
2022,3,76,VALLE DEL CAUCA,76250,EL DOVIO,441,9155,"4,82"
2022,1,15,BOYACÁ,15407,VILLA DE LEYVA,3647,17282,"21,10"
2022,4,05,ANTIOQUIA,05284,FRONTINO,1974,21525,"9,17"
2022,3,25,CUNDINAMARCA,25599,APULO,611,9234,"6,62"
2022,1,44,LA GUAJIRA,44001,RIOHACHA,28143,217719,"12,93"
2022,2,54,NORTE DE SANTANDER,54673,SAN CAYETANO,210,7943,"2,64"
2021,2,54,NORTE DE SANTANDER,54250,EL TARRA,249,22740,"1,09"
2022,3,50,META,50270,EL DORADO,12,4199,"0,29"
2021,3,25,CUNDINAMARCA,25019,ALBÁN,333,7028,"4,74"
2023,2,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,7,7100,"0,10"
2022,4,52,NARIÑO,52696,SANTA BÁRBARA,40,13976,"0,29"
2021,2,73,TOLIMA,73043,ANZOÁTEGUI,28,10419,"0,27"
2021,3,73,TOLIMA,73449,MELGAR,6931,37674,"18,40"
2021,1,52,NARIÑO,52022,ALDANA,17,7636,"0,22"
2021,3,20,CESAR,20787,TAMALAMEQUE,11,16841,"0,07"
2021,4,54,NORTE DE SANTANDER,54125,CÁCOTA,53,3063,"1,73"
2022,1,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",2240695,7873316,"28,46"
2021,3,25,CUNDINAMARCA,25168,CHAGUANÍ,35,4512,"0,78"
2021,4,27,CHOCÓ,27745,SIPÍ,8,3411,"0,23"
2022,1,41,HUILA,41319,GUADALUPE,1611,19032,"8,46"
2021,4,68,SANTANDER,68370,JORDÁN,7,1373,"0,51"
2023,2,27,CHOCÓ,27800,UNGUÍA,215,14285,"1,51"
2022,1,23,CÓRDOBA,23855,VALENCIA,2494,37841,"6,59"
2023,2,05,ANTIOQUIA,05093,BETULIA,1418,16485,"8,60"
2021,1,15,BOYACÁ,15377,LABRANZAGRANDE,20,3615,"0,55"
2022,3,19,CAUCA,19130,CAJIBÍO,133,44038,"0,30"
2021,3,27,CHOCÓ,27075,BAHÍA SOLANO,949,10881,"8,72"
2023,1,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,462,13831,"3,34"
2022,1,25,CUNDINAMARCA,25339,GUTIÉRREZ,15,3807,"0,39"
2023,2,73,TOLIMA,73622,RONCESVALLES,222,5625,"3,95"
2022,3,50,META,50606,RESTREPO,3055,19583,"15,60"
2021,4,05,ANTIOQUIA,05858,VEGACHÍ,754,12230,"6,17"
2021,3,15,BOYACÁ,15022,ALMEIDA,9,1992,"0,45"
2021,1,25,CUNDINAMARCA,25181,CHOACHÍ,1071,11915,"8,99"
2021,1,73,TOLIMA,73861,VENADILLO,226,13083,"1,73"
2021,3,25,CUNDINAMARCA,25040,ANOLAIMA,1028,15043,"6,83"
2021,2,23,CÓRDOBA,23574,PUERTO ESCONDIDO,327,25002,"1,31"
2022,2,13,BOLÍVAR,13490,NOROSÍ,208,10666,"1,95"
2023,1,73,TOLIMA,73547,PIEDRAS,256,7034,"3,64"
2021,3,20,CESAR,20770,SAN MARTÍN,1589,29439,"5,40"
2021,1,19,CAUCA,19212,CORINTO,194,26261,"0,74"
2022,1,50,META,50110,BARRANCA DE UPÍA,192,6986,"2,75"
2022,1,20,CESAR,20013,AGUSTÍN CODAZZI,5188,68472,"7,58"
2022,1,25,CUNDINAMARCA,25777,SUPATÁ,280,5833,"4,80"
2022,2,27,CHOCÓ,27205,CONDOTO,970,13513,"7,18"
2023,2,68,SANTANDER,68211,CONTRATACIÓN,309,3834,"8,06"
2022,3,08,ATLÁNTICO,08832,TUBARÁ,358,18955,"1,89"
2021,3,15,BOYACÁ,15681,SAN PABLO DE BORBUR,34,6876,"0,49"
2021,1,99,VICHADA,99524,LA PRIMAVERA,20,10556,"0,19"
2023,1,50,META,50573,PUERTO LÓPEZ,1943,33079,"5,87"
2021,3,18,CAQUETA,18205,CURILLO,36,7926,"0,45"
2022,4,05,ANTIOQUIA,05021,ALEJANDRÍA,632,4874,"12,97"
2021,4,18,CAQUETA,18029,ALBANIA,28,4701,"0,60"
2022,4,73,TOLIMA,73352,ICONONZO,474,12467,"3,80"
2021,1,23,CÓRDOBA,23168,CHIMÁ,27,18479,"0,15"
2021,3,47,MAGDALENA,47001,SANTA MARTA,101324,540204,"18,76"
2023,3,25,CUNDINAMARCA,25245,EL COLEGIO,2863,28185,"10,16"
2022,1,70,SUCRE,70235,GALERAS,1051,23933,"4,39"
2021,4,15,BOYACÁ,15185,CHITARAQUE,25,6038,"0,41"
2021,2,73,TOLIMA,73861,VENADILLO,225,13083,"1,72"
2022,4,68,SANTANDER,68320,GUADALUPE,275,4684,"5,87"
2021,3,08,ATLÁNTICO,08685,SANTO TOMÁS,4644,32311,"14,37"
2023,3,15,BOYACÁ,15759,SOGAMOSO,32493,136391,"23,82"
2022,3,50,META,50325,MAPIRIPÁN,98,7353,"1,33"
2022,1,18,CAQUETA,18001,FLORENCIA,27459,176630,"15,55"
2022,1,15,BOYACÁ,15325,GUAYATÁ,91,3480,"2,61"
2021,1,18,CAQUETA,18256,EL PAUJIL,755,18826,"4,01"
2021,1,73,TOLIMA,73555,PLANADAS,479,26972,"1,78"
2022,4,52,NARIÑO,52320,GUAITARILLA,238,11838,"2,01"
2021,3,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,10440,62600,"16,68"
2023,1,66,RISARALDA,66572,PUEBLO RICO,455,16753,"2,72"
2022,1,66,RISARALDA,66682,SANTA ROSA DE CABAL,15072,79651,"18,92"
2022,2,15,BOYACÁ,15218,COVARACHÍA,65,2884,"2,25"
2022,1,05,ANTIOQUIA,05038,ANGOSTURA,521,11909,"4,37"
2023,3,23,CÓRDOBA,23417,LORICA,3572,117557,"3,04"
2022,4,54,NORTE DE SANTANDER,54660,SALAZAR,28,11440,"0,24"
2021,2,17,CALDAS,17495,NORCASIA,720,6064,"11,87"
2021,2,27,CHOCÓ,27150,CARMEN DEL DARIÉN,134,21107,"0,63"
2021,4,08,ATLÁNTICO,08770,SUAN,493,12802,"3,85"
2021,3,27,CHOCÓ,27245,EL CARMEN DE ATRATO,73,8770,"0,83"
2023,1,15,BOYACÁ,15491,NOBSA,1899,17167,"11,06"
2023,3,05,ANTIOQUIA,05380,LA ESTRELLA,23745,76971,"30,85"
2021,1,47,MAGDALENA,47460,NUEVA GRANADA,210,21544,"0,97"
2021,2,05,ANTIOQUIA,05368,JERICÓ,1671,14106,"11,85"
2023,1,44,LA GUAJIRA,44078,BARRANCAS,667,42906,"1,55"
2023,1,44,LA GUAJIRA,44560,MANAURE,818,97010,"0,84"
2022,2,25,CUNDINAMARCA,25279,FOMEQUE,110,13495,"0,82"
2022,3,54,NORTE DE SANTANDER,54800,TEORAMA,39,18351,"0,21"
2021,1,17,CALDAS,17380,LA DORADA,11385,74200,"15,34"
2022,2,68,SANTANDER,68655,SABANA DE TORRES,920,34395,"2,67"
2021,4,05,ANTIOQUIA,05579,PUERTO BERRÍO,11316,41108,"27,53"
2022,2,73,TOLIMA,73168,CHAPARRAL,4376,54059,"8,09"
2022,4,23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,218,39337,"0,55"
2022,1,52,NARIÑO,52001,PASTO,84286,408358,"20,64"
2021,3,95,GUAVIARE,95200,MIRAFLORES,180,7473,"2,41"
2023,2,23,CÓRDOBA,23660,SAHAGÚN,4154,115097,"3,61"
2023,3,15,BOYACÁ,15798,TENZA,13,4064,"0,32"
2023,1,15,BOYACÁ,15808,TINJACÁ,339,3496,"9,70"
2021,1,25,CUNDINAMARCA,25322,GUASCA,904,16858,"5,36"
2022,1,25,CUNDINAMARCA,25426,MACHETA,130,6748,"1,93"
2023,3,99,VICHADA,99624,SANTA ROSALÍA,10,4555,"0,22"
2021,2,68,SANTANDER,68572,PUENTE NACIONAL,156,15162,"1,03"
2021,2,05,ANTIOQUIA,05652,SAN FRANCISCO,587,5839,"10,05"
2022,2,15,BOYACÁ,15646,SAMACÁ,989,19437,"5,09"
2022,2,50,META,50251,EL CASTILLO,16,8417,"0,19"
2021,2,15,BOYACÁ,15104,BOYACÁ,80,5287,"1,51"
2022,4,15,BOYACÁ,15322,GUATEQUE,146,11274,"1,30"
2023,3,44,LA GUAJIRA,44110,EL MOLINO,149,8441,"1,77"
2022,4,05,ANTIOQUIA,05475,MURINDÓ,117,5235,"2,23"
2022,3,20,CESAR,20443,MANAURE,197,11371,"1,73"
2022,4,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,34730,150507,"23,08"
2023,3,86,PUTUMAYO,86755,SAN FRANCISCO,125,6244,"2,00"
2023,2,50,META,50245,EL CALVARIO,13,1870,"0,70"
2021,3,13,BOLÍVAR,13780,TALAIGUA NUEVO,165,13597,"1,21"
2022,1,08,ATLÁNTICO,08675,SANTA LUCÍA,294,17593,"1,67"
2023,2,73,TOLIMA,73347,HERVEO,101,7657,"1,32"
2022,1,47,MAGDALENA,47605,REMOLINO,197,12597,"1,56"
2022,2,25,CUNDINAMARCA,25053,ARBELÁEZ,610,11807,"5,17"
2022,3,05,ANTIOQUIA,05002,ABEJORRAL,2380,21109,"11,27"
2021,1,52,NARIÑO,52506,OSPINA,271,7294,"3,72"
2021,2,76,VALLE DEL CAUCA,76563,PRADERA,5334,49046,"10,88"
2022,1,15,BOYACÁ,15236,CHIVOR,15,2604,"0,58"
2023,3,05,ANTIOQUIA,05885,YALÍ,508,8026,"6,33"
2021,4,17,CALDAS,17272,FILADELFIA,98,11556,"0,85"
2022,1,25,CUNDINAMARCA,25736,SESQUILÉ,1591,13060,"12,18"
2022,3,54,NORTE DE SANTANDER,54520,PAMPLONITA,193,6105,"3,16"
2023,2,95,GUAVIARE,95015,CALAMAR,244,11282,"2,16"
2021,4,85,CASANARE,85230,OROCUÉ,440,13354,"3,29"
2021,4,17,CALDAS,17873,VILLAMARÍA,13230,67781,"19,52"
2021,1,15,BOYACÁ,15051,ARCABUCO,342,6140,"5,57"
2021,1,15,BOYACÁ,15808,TINJACÁ,122,3425,"3,56"
2023,3,63,QUINDÍO,63690,SALENTO,766,9748,"7,86"
2022,2,54,NORTE DE SANTANDER,54398,LA PLAYA,13,8562,"0,15"
2022,1,52,NARIÑO,52083,BELÉN,2269,6595,"34,40"
2022,1,76,VALLE DEL CAUCA,76147,CARTAGO,23605,142456,"16,57"
2022,2,19,CAUCA,19212,CORINTO,19,26534,"0,07"
2023,2,15,BOYACÁ,15109,BUENAVISTA,88,4626,"1,90"
2021,4,52,NARIÑO,52256,EL ROSARIO,142,12704,"1,12"
2023,3,25,CUNDINAMARCA,25260,EL ROSAL,3645,25330,"14,39"
2022,1,25,CUNDINAMARCA,25823,TOPAIPÍ,144,4546,"3,17"
2021,4,52,NARIÑO,52385,LA LLANADA,561,6567,"8,54"
2022,1,25,CUNDINAMARCA,25001,AGUA DE DIOS,1609,13182,"12,21"
2021,2,15,BOYACÁ,15296,GAMEZA,56,5028,"1,11"
2023,3,68,SANTANDER,68081,BARRANCABERMEJA,46585,214571,"21,71"
2022,3,47,MAGDALENA,47798,TENERIFE,393,14482,"2,71"
2023,3,52,NARIÑO,52287,FUNES,80,7486,"1,07"
2023,1,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,927,40020,"2,32"
2021,3,85,CASANARE,85300,SABANALARGA,31,3856,"0,80"
2023,1,05,ANTIOQUIA,05890,YOLOMBÓ,1027,23825,"4,31"
2022,1,54,NORTE DE SANTANDER,54347,HERRÁN,102,7683,"1,33"
2022,4,19,CAUCA,19517,PAEZ,164,48668,"0,34"
2022,1,52,NARIÑO,52356,IPIALES,8125,120090,"6,77"
2021,3,05,ANTIOQUIA,05615,RIONEGRO,41506,143102,"29,00"
2021,2,05,ANTIOQUIA,05240,EBÉJICO,1857,12486,"14,87"
2021,3,19,CAUCA,19517,PAEZ,119,48191,"0,25"
2022,1,73,TOLIMA,73520,PALOCABILDO,73,9681,"0,75"
2021,4,70,SUCRE,70215,COROZAL,7470,68916,"10,84"
2023,1,20,CESAR,20011,AGUACHICA,11331,126377,"8,97"
2021,1,05,ANTIOQUIA,05125,CAICEDO,344,8640,"3,98"
2021,2,05,ANTIOQUIA,05664,SAN PEDRO DE LOS MILAGROS,3634,22983,"15,81"
2021,3,25,CUNDINAMARCA,25513,PACHO,1768,26621,"6,64"
2022,3,05,ANTIOQUIA,05890,YOLOMBÓ,1078,23605,"4,57"
2022,4,08,ATLÁNTICO,08137,CAMPO DE LA CRUZ,845,24596,"3,44"
2021,1,70,SUCRE,70233,EL ROBLE,12,10054,"0,12"
2022,1,15,BOYACÁ,15466,MONGUÍ,108,4397,"2,46"
2022,2,47,MAGDALENA,47551,PIVIJAY,2742,41019,"6,68"
2023,3,05,ANTIOQUIA,05088,BELLO,146673,561955,"26,10"
2022,1,25,CUNDINAMARCA,25295,GACHANCIPÁ,1533,19501,"7,86"
2023,1,76,VALLE DEL CAUCA,76890,YOTOCO,1171,16426,"7,13"
2021,1,41,HUILA,41801,TERUEL,574,8388,"6,84"
2022,1,66,RISARALDA,66075,BALBOA,169,6476,"2,61"
2022,2,15,BOYACÁ,15362,IZA,331,2045,"16,19"
2021,1,91,AMAZONAS,91405,LA CHORRERA,68,3055,"2,23"
